,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
49,02,연립다세대,Row Houses,주택유형,Type,a1,수도권,SeoulMetropolitanArea,지역,Region,99.68818511,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
50,02,연립다세대,Row Houses,주택유형,Type,a2,지방,Non-SeoulMetropolitanArea,지역,Region,98.15056671,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
51,02,연립다세대,Row Houses,주택유형,Type,a4,5대광역시,5MetropolitanCities,지역,Region,98.67233353,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
52,02,연립다세대,Row Houses,주택유형,Type,a6,8개도,8Provinces,지역,Region,97.64445126,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
53,02,연립다세대,Row Houses,주택유형,Type,a7,서울,Seoul,지역,Region,99.55621054,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
54,02,연립다세대,Row Houses,주택유형,Type,a8,경기,Gyeonggi,지역,Region,99.78694866,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
55,02,연립다세대,Row Houses,주택유형,Type,a9,인천,Incheon,지역,Region,99.83516255,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
56,02,연립다세대,Row Houses,주택유형,Type,b1,부산,Busan,지역,Region,98.91380248,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
57,02,연립다세대,Row Houses,주택유형,Type,b2,대구,Daegu,지역,Region,99.80993575,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
58,02,연립다세대,Row Houses,주택유형,Type,b3,광주,Gwangju,지역,Region,99.79270267,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
