archArea,archGbCd,archGbCdNm,archPmsDay,atchBldDongCnt,bcRat,bjdongCd,bldNm,block,bun,crtnDay,fmlyCnt,guyukCd,guyukCdNm,hhldCnt,hoCnt,ji,jiguCd,jiguCdNm,jimokCd,jimokCdNm,jiyukCd,jiyukCdNm,lot,mainBldCnt,mainPurpsCd,mainPurpsCdNm,mgmPmsrgstPk,platArea,platGbCd,platPlc,realStcnsDay,rnum,sigunguCd,splotNm,stcnsDelayDay,stcnsSchedDay,totArea,totPkngCnt,useAprDay,vlRat,vlRatEstmTotArea
0, , ,20130513,0,0,10200, , ,0045,20130514,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11110-100017493,0,0,서울특별시 종로구 신교동 45번지, ,62,11110, , , ,0,0, ,0,0
73.26,0100,신축,20130129,0,59.9019,10200, , ,0045,20131205,1,UQQ310,제1종지구단위계획구역,0,0,0000,UQG120,역사문화미관지구,08,대,UQA122,제2종일반주거지역, ,0,01000,단독주택,11110-100017032,122.3,0,서울특별시 종로구 신교동 45번지,20130715,63,11110, , ,20130711,273.3,0,20131204,199.28,243.72
90.87,0700,용도변경,20121019,0,61.8584,10200, , ,0050,20121020,0, , ,8,0,0001, , ,08,대, , , ,1,02000,공동주택,11110-100016521,146.9,0,서울특별시 종로구 신교동 50-1번지, ,64,11110, , , ,493.53,0, ,0,0
36.36,0200,증축,20150804,0,58.93,10200, , ,0051,20150814,4, , ,0,0,0001,UQG120,역사문화미관지구,08,대,UQA122,제2종일반주거지역, ,1,01000,단독주택,11110-100023387,61.7,0,서울특별시 종로구 신교동 51-1번지, ,65,11110, , , ,140.24,0,20150813,176.79,109.08
115.45,0700,용도변경,20080604,1,53.33,10200,신교동 58-1 근린생활시설, ,0058,20100414,0,272,상대정화구역,0,6,0001,102,역사문화미관지구,08,대,1022,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100005657,216.5,0,서울특별시 종로구 신교동 58-1번지, ,66,11110, , , ,693.73,0,20080613,265.46,574.73
128.99,0600,대수선,20091105,1,59.58,10200,아름다운세상 평원, ,0058,20100908,0,272,상대정화구역,0,6,0001,102,역사문화미관지구,08,대,0100,도시지역, ,1,04000,제2종근린생활시설,11110-100011109,216.5,0,서울특별시 종로구 신교동 58-1번지,20091209,67,11110, , ,20091204,707.9,0,20100907,272.01,588.9
264.69,0700,용도변경,20120829,0,59.79,10200,신우빌딩, ,0059,20120831,0,UQQ310,제1종지구단위계획구역,0,0,0000,UQG120,역사문화미관지구,08,대,UQA122,제2종일반주거지역, ,1,14000,업무시설,11110-100016304,442.7,0,서울특별시 종로구 신교동 59번지, ,68,11110, , , ,2031.08,0,20120830,356.55,1578.48
264.69,0700,용도변경,20130415,0,59.79,10200,신우빌딩, ,0059,20130417,0, , ,8,0,0000,UQG100,미관지구,08,대,UQA001,도시지역, ,1,03000,제1종근린생활시설,11110-100017374,442.7,0,서울특별시 종로구 신교동 59번지, ,69,11110, , , ,2031.08,0,20130416,356.55,1578.48
1132.12,0100,신축,20110726,0,59.9707,10200,종로구 장애인복지관 및 푸르메재활센터, ,0066,20120929,0,UQQ310,제1종지구단위계획구역,0,0,0000,UQG120,역사문화미관지구,08,대,UQA001,도시지역, ,1,11000,노유자시설,11110-100014228,1887.79,0,서울특별시 종로구 신교동 66번지,20110915,70,11110, , ,20110907,9589.06,0,20120917,198.9056,3754.92
0, , ,20031022,0,0,10200, , ,0070,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11110-5902,0,0,서울특별시 종로구 신교동 70-1번지, ,71,11110, , , ,0,0, ,0,0
167.22,0100,신축,20000706,0,56.21,10200,럭스빌, ,0070,20131126,0, , ,7,0,0001,102,역사문화미관지구,08,대,1022,제2종일반주거지역, ,1,02000,공동주택,11110-550,297.5,0,서울특별시 종로구 신교동 70-1번지,20030625,72,11110, ,20020706,20030625,659.2,7,20060322,221.58,659.2
8.75, , ,20171220,0,0,10200, , ,0070,20171229,0,ZQ0001,중점경관관리구역,0,0,0002,UQG120,역사문화미관지구,08,대,UQA01X,도시지역, ,0, , ,11110-100029606,631.3,0,서울특별시 종로구 신교동 70-2번지, ,73,11110, , , ,8.75,0, ,0,0
153.76,0200,증축,20060710,0,47.09,10200,신교빌딩, ,0070,20090326,0, , ,0,0,0010,102,역사문화미관지구,08,대,1022,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-3716,326.5,0,서울특별시 종로구 신교동 70-10번지,20060721,74,11110, , ,20060720,730.23,5,20061214,173.63,566.9
152.2,0200,증축,20060510,0,46.62,10200,종로 NET 빌딩, ,0070,20090326,0, , ,0,0,0010,112,최고고도지구,08,대,0100,도시지역, ,1,04000,제2종근린생활시설,11110-3709,326.5,0,서울특별시 종로구 신교동 70-10번지, ,75,11110, , , ,668.53,5, ,151.67,495.2
0, , ,20161108,0,0,10200, , ,0076,20161109,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11110-100026679,0,0,서울특별시 종로구 신교동 76번지, ,76,11110, , , ,0,0, ,0,0
36.38,0100,신축,20161109,0,56.3158,10200, , ,0076,20170517,1, , ,0,0,0000, , ,08,대, , , ,1,01000,단독주택,11110-100026683,64.6,0,서울특별시 종로구 신교동 76번지,20161214,77,11110, , ,20161217,98.5,0,20170516,152.47,98.5
0, , ,20161129,0,0,10200, , ,0077,20161130,0, , ,0,0,0002, , ,08,대, , , ,0, , ,11110-100026798,0,0,서울특별시 종로구 신교동 77-2번지, ,78,11110, , , ,0,0, ,0,0
37.26,0100,신축,20161219,0,55.77,10200,신교동 77-2 단독주택 (김경옥), ,0077,20170708,1, , ,0,0,0002, , ,08,대,UQA122,제2종일반주거지역, ,1,01000,단독주택,11110-100026918,66.8,0,서울특별시 종로구 신교동 77-2번지,20170203,79,11110, , ,20170205,98.7,0,20170707,147.75,98.7
62.18,0100,신축,20030307,0,59.65,10200,신동일씨주택, ,0079,20090326,1, , ,0,0,0000,112,최고고도지구,08,대,1020,일반주거지역, ,1,01000,단독주택,11110-2555,104.25,0,서울특별시 종로구 신교동 79번지,20030415,80,11110, , ,20030415,205.44,2,20030808,160.81,167.64
0, , ,20030311,0,0,10200, , ,0079,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11110-5699,0,0,서울특별시 종로구 신교동 79번지, ,81,11110, , , ,0,0, ,0,0
28.3,0100,신축,20020822,0,48.29,10200,신교동 근생, ,0082,20090326,0, , ,0,0,0003,102,역사문화미관지구, , ,1020,일반주거지역, ,1,03000,제1종근린생활시설,11110-1960,58.61,0,서울특별시 종로구 신교동 82-3번지,20020902,82,11110, , ,20020903,56.6,0,20021129,96.57,56.6
0, , ,20020731,0,0,10200, , ,0082,20100325,0, , ,0,0,0003, , , , , , , ,0, , ,11110-5470,0,0,서울특별시 종로구 신교동 82-3번지, ,83,11110, , , ,0,0, ,0,0
