,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,DT,ITM_ID,ITM_NM,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
67,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,19873,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
68,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,9327,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
69,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,16921,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
70,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,2971,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
71,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,50,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
72,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,351235,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
73,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,270570,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
74,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,74274,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
75,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,2899,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
76,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1343,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
77,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,1951,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
78,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,48,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
79,1511613102251772A.10,강원,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
