,연도,월,서울특별시건수,서울특별시보증잔액(원),부산광역시건수,부산광역시보증잔액(원),대구광역시건수,대구광역시보증잔액(원),인천광역시건수,인천광역시보증잔액(원),광주광역시건수,광주광역시보증잔액(원),대전광역시건수,대전광역시보증잔액(원),울산광역시건수,울산광역시보증잔액(원),경기도건수,경기도보증잔액(원),충청북도건수,충청북도보증잔액(원),충청남도건수,충청남도보증잔액(원),전라북도건수,전라북도보증잔액(원),전라남도건수,전라남도보증잔액(원),경상북도건수,경상북도보증잔액(원),경상남도건수,경상남도보증잔액(원),강원도 건수,강원도 보증잔액(원),제주도건수,제주도보증잔액(원),세종특별자치시건수,세종특별자치시보증잔액(원),기타공급건수,기타공급금액(원)
149,2016,9,"170,372","8,525,190,000,000","21,713","1,920,500,000,000","13,731","1,046,740,000,000","57,403","2,839,210,000,000","8,534","713,696,000,000","11,465","686,322,000,000",9006,"1,089,230,000,000",257103,"16,986,800,000,000","11,882","1,009,680,000,000",18118,"1,473,190,000,000","13,248","1,365,090,000,000","10,153","805,487,000,000","22,298","2,411,640,000,000","29,087","2,960,840,000,000","8,188","566,778,000,000","2,077","172,470,000,000","10,973","1,457,960,000,000",80,"2,197,998,413"
150,2016,10,"172,144","8,684,136,957,489","22,057","1,930,602,479,866","14,608","1,197,735,026,890","57,904","2,872,785,215,326","8,607","713,463,687,066","11,526","688,451,348,312","10,929","1,371,388,424,680","262,904","17,925,786,364,901","12,347","1,087,577,081,348","18,105","1,454,348,592,254","13,860","1,386,672,699,266","9,658","738,690,763,847","22,436","2,408,018,310,298","30,048","3,087,176,224,769","8,248","568,250,501,175","2,116","175,683,761,011","11,387","1,494,319,385,911",78,"2,136,105,626"
151,2016,11,"174,291","8,833,496,228,451","23,880","2,108,648,991,872","15,200","1,210,542,008,517","58,842","2,909,929,686,524","8,883","717,022,843,967","11,743","694,184,605,426","11,038","1,370,445,655,611","267,777","18,544,521,117,589","12,404","1,071,615,617,467","18,388","1,441,695,391,059","13,766","1,339,962,085,644","9,338","686,384,862,230","23,001","2,446,919,327,271","33,452","3,620,186,909,243","8,089","546,851,916,726","1,993","144,787,863,346","11,264","1,465,239,381,368",81,"2,216,626,800"
152,2016,12,"175,791","8,935,387,228,089","24,692","2,111,607,101,952","15,805","1,231,027,593,455","59,728","2,940,977,093,947","10,646","984,526,231,173","11,908","697,707,913,649","11,122","1,369,634,523,480","271,103","18,863,939,965,205","12,162","1,036,496,707,310","20,078","1,589,429,918,120","14,531","1,392,049,495,510","9,229","661,188,683,484","23,464","2,458,114,047,624","34,028","3,613,883,156,532","8,946","652,204,230,232","1,851","113,933,920,251","12,050","1,611,469,830,038",83,"2,303,080,800"
153,2017,1,"175,777","8,941,621,503,449","25,689","2,243,708,944,143","16,220","1,250,873,672,292","59,950","2,944,006,295,191","10,842","981,527,573,981","11,967","696,002,313,799","11,403","1,391,486,299,248","271,601","18,810,664,708,245","12,086","1,024,841,118,315","20,272","1,582,186,125,821","15,185","1,478,843,644,678","9,124","652,093,048,588","23,438","2,442,218,586,671","34,169","3,595,381,871,004","9,019","651,864,103,800","1,765","89,029,127,032","12,077","1,612,543,961,207",83,"2,302,116,358"
154,2017,2,"176,664","9,018,184,069,075","26,520","2,348,002,954,084","16,744","1,280,918,380,565","60,993","3,128,961,961,578","10,789","935,767,619,232","12,094","694,904,933,182","12,115","1,473,950,599,123","270,961","18,537,378,159,819","12,049","1,012,318,981,859","19,687","1,464,928,440,211","15,751","1,549,647,320,061","8,966","651,620,570,312","24,347","2,552,324,503,459","35,876","3,796,571,086,266","9,783","733,520,809,788","1,742","75,488,815,842","12,031","1,599,280,677,586",83,"2,301,630,783"
155,2017,3,"177,578","9,083,638,791,372","26,788","2,315,555,831,089","17,198","1,285,999,026,399","61,045","3,065,823,967,770","10,782","894,934,333,081","12,250","694,283,335,202","12,721","1,569,282,228,611","271,426","18,453,674,313,542","12,131","1,011,143,698,313","19,418","1,398,521,815,946","15,969","1,551,085,741,888","8,954","648,551,626,235","24,750","2,565,667,417,084","36,693","3,815,662,866,291","10,234","773,744,160,177","1,810","75,912,636,344","11,502","1,500,180,489,834",82,"2,232,274,853"
156,2017,4,"178,884","9,176,446,172,437","27,169","2,307,633,837,394","17,552","1,297,375,000,173","61,258","3,033,278,110,916","10,774","862,582,284,532","12,142","662,954,506,998","12,861","1,565,595,008,807","274,335","18,730,041,634,419","12,142","996,915,773,681","20,228","1,454,265,289,886","15,972","1,522,450,882,399","9,016","646,017,514,798","25,067","2,576,252,648,223","37,097","3,798,633,260,459","10,341","776,753,801,399","1,872","77,550,980,186","11,510","1,484,747,193,468",82,"2,232,274,853"
157,2017,5,"179,889","9,242,114,498,206","28,659","2,513,370,233,822","17,809","1,299,593,044,170","61,570","3,026,311,802,093","11,744","976,380,853,035","12,014","626,477,025,529","13,021","1,566,322,765,849","275,361","18,748,280,472,772","12,245","993,690,568,268","20,284","1,442,515,280,073","15,976","1,498,460,860,103","9,009","632,620,946,754","25,296","2,582,700,764,320","37,533","3,786,000,839,763","10,436","778,956,206,859","1,919","79,293,498,459","13,405","1,757,416,927,684",82,"2,225,596,911"
158,2017,6,"181,264","9,339,050,938,661","30,390","2,736,357,638,065","17,665","1,243,858,316,740","61,861","2,980,197,754,977","12,276","1,016,880,151,488","12,120","613,690,999,939","13,620","1,658,695,813,335","276,288","18,671,302,805,000","12,368","992,736,223,212","20,150","1,401,557,131,697","16,995","1,627,201,570,472","8,904","607,667,833,545","25,688","2,606,135,923,123","37,290","3,671,902,147,805","10,591","784,604,535,752","1,949","80,799,039,207","14,757","1,937,498,651,373",82,"2,223,519,891"
159,2017,7,"182,090","9,419,652,489,593","29,818","2,580,670,713,122","17,766","1,236,228,944,264","61,830","2,925,765,606,297","12,321","1,007,533,632,668","12,945","719,798,294,460","13,770","1,661,667,730,154","275,805","18,429,115,603,439","12,411","991,346,246,699","19,734","1,332,130,115,036","17,413","1,669,558,793,478","8,509","554,569,631,621","26,130","2,645,706,053,258","38,225","3,780,353,478,234","10,815","820,569,034,686","1,971","82,138,357,613","14,796","1,939,651,296,376",82,"2,223,028,383"
160,2017,8,"183,321","9,520,761,599,037","29,893","2,515,351,192,713","17,435","1,157,600,010,549","62,331","2,924,351,988,046","14,066","1,254,936,904,480","13,077","720,631,528,592","13,862","1,654,960,206,275","276,982","18,306,386,251,871","12,605","1,006,186,144,527","19,274","1,253,702,601,634","17,499","1,657,216,986,669","8,778","589,674,604,969","26,084","2,568,868,799,695","38,269","3,737,052,650,783","10,907","823,548,514,279","1,994","83,104,396,671","14,757","1,932,264,100,961",81,"2,199,635,482"
161,2017,9,"184,718","9,660,043,073,447","30,389","2,522,624,809,571","17,456","1,119,969,937,452","64,698","3,327,670,191,058","15,439","1,430,482,562,428","13,736","777,822,004,283","13,574","1,578,451,570,933","278,978","18,176,676,710,982","13,234","1,075,267,550,422","18,889","1,184,227,681,844","17,607","1,650,865,444,945","9,069","600,954,118,221","25,816","2,496,309,349,666","39,337","3,836,391,494,168","10,949","826,399,875,304","2,042","86,249,510,629","14,692","1,911,840,749,742",79,"2,184,243,371"
162,2017,10,"185,916","9,784,079,929,078","31,780","2,652,418,581,046","17,578","1,095,347,232,990","64,837","3,263,084,614,698","15,560","1,422,963,538,827","13,864","782,059,014,987","13,611","1,557,634,243,821","279,893","18,122,423,452,706","13,365","1,081,160,094,349","18,730","1,142,775,746,771","17,619","1,637,072,179,984","9,278","608,194,248,810","25,671","2,451,114,858,132","39,502","3,820,860,662,016","10,982","827,012,707,032","2,066","87,278,617,134","13,977","1,855,367,357,272",78,"2,165,453,375"
163,2017,11,"187,388","9,936,073,660,849","33,048","2,780,811,117,231","17,780","1,085,361,096,218","64,649","3,104,460,716,769","15,779","1,421,539,104,015","14,074","790,023,856,613","13,585","1,530,218,015,401","281,167","18,040,817,317,296","13,651","1,089,384,156,181","18,411","1,063,481,858,766","17,448","1,587,931,689,086","10,084","671,612,087,521","25,282","2,346,166,265,212","41,509","4,093,010,061,295","10,933","789,459,563,645","2,116","89,702,874,324","13,685","1,792,332,663,765",77,"2,131,756,272"
